STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE
55,089,Wisconsin,Ozaukee County,4,93021
55,091,Wisconsin,Pepin County,4,7378
55,093,Wisconsin,Pierce County,4,42552
55,095,Wisconsin,Polk County,4,45546
55,097,Wisconsin,Portage County,4,70634
55,099,Wisconsin,Price County,4,14159
55,101,Wisconsin,Racine County,4,195961
55,103,Wisconsin,Richland County,4,17128
55,105,Wisconsin,Rock County,4,163841
55,107,Wisconsin,Rusk County,4,14099
55,109,Wisconsin,St. Croix County,4,95967
55,111,Wisconsin,Sauk County,4,65770
55,113,Wisconsin,Sawyer County,4,18521
55,115,Wisconsin,Shawano County,4,40987
55,117,Wisconsin,Sheboygan County,4,117661
55,119,Wisconsin,Taylor County,4,19941
55,121,Wisconsin,Trempealeau County,4,30891
55,123,Wisconsin,Vernon County,4,31063
55,125,Wisconsin,Vilas County,4,23742
55,127,Wisconsin,Walworth County,4,105664
55,129,Wisconsin,Washburn County,4,16871
55,131,Wisconsin,Washington County,4,137756
55,133,Wisconsin,Waukesha County,4,410273
55,135,Wisconsin,Waupaca County,4,51510
55,137,Wisconsin,Waushara County,4,24927
55,139,Wisconsin,Winnebago County,4,170688
55,141,Wisconsin,Wood County,4,73778
56,001,Wyoming,Albany County,4,38178
56,003,Wyoming,Big Horn County,4,11879
56,005,Wyoming,Campbell County,4,47059
56,007,Wyoming,Carbon County,4,14538
56,009,Wyoming,Converse County,4,13765
56,011,Wyoming,Crook County,4,7419
56,013,Wyoming,Fremont County,4,39566
56,015,Wyoming,Goshen County,4,12636
56,017,Wyoming,Hot Springs County,4,4623
56,019,Wyoming,Johnson County,4,8719
56,021,Wyoming,Laramie County,4,100781
56,023,Wyoming,Lincoln County,4,20671
56,025,Wyoming,Natrona County,4,79523
56,027,Wyoming,Niobrara County,4,2348
56,029,Wyoming,Park County,4,30505
56,031,Wyoming,Platte County,4,8652
56,033,Wyoming,Sheridan County,4,32035
56,035,Wyoming,Sublette County,4,8752
56,037,Wyoming,Sweetwater County,4,41374
56,039,Wyoming,Teton County,4,23297
56,041,Wyoming,Uinta County,4,20727
56,043,Wyoming,Washakie County,4,7724
56,045,Wyoming,Weston County,4,6858
=======
STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE
01,001,Alabama,Autauga County,4,59726
01,003,Alabama,Baldwin County,4,246531
01,005,Alabama,Barbour County,4,24700
01,007,Alabama,Bibb County,4,21986
01,009,Alabama,Blount County,4,59516
01,011,Alabama,Bullock County,4,10143
01,013,Alabama,Butler County,4,18668
01,015,Alabama,Calhoun County,4,115780
01,017,Alabama,Chambers County,4,34164
01,019,Alabama,Cherokee County,4,25353
01,021,Alabama,Chilton County,4,45848
01,023,Alabama,Choctaw County,4,12431
01,025,Alabama,Clarke County,4,22574
01,027,Alabama,Clay County,4,14183
01,029,Alabama,Cleburne County,4,15372
01,031,Alabama,Coffee County,4,54840
01,033,Alabama,Colbert County,4,57993
01,035,Alabama,Conecuh County,4,11224
01,037,Alabama,Coosa County,4,10307
01,039,Alabama,Covington County,4,37603
01,041,Alabama,Crenshaw County,4,13048
01,043,Alabama,Cullman County,4,90663
01,045,Alabama,Dale County,4,49495
01,047,Alabama,Dallas County,4,36729
01,049,Alabama,DeKalb County,4,72082
01,051,Alabama,Elmore County,4,89600
01,053,Alabama,Escambia County,4,36636
01,055,Alabama,Etowah County,4,102903
01,057,Alabama,Fayette County,4,16082
01,059,Alabama,Franklin County,4,31910
01,061,Alabama,Geneva County,4,26760
01,063,Alabama,Greene County,4,7452
01,065,Alabama,Hale County,4,14599
01,067,Alabama,Henry County,4,17670
01,069,Alabama,Houston County,4,108047
01,071,Alabama,Jackson County,4,52923
01,073,Alabama,Jefferson County,4,665084
01,075,Alabama,Lamar County,4,13706
01,077,Alabama,Lauderdale County,4,95875
01,079,Alabama,Lawrence County,4,33187
01,081,Alabama,Lee County,4,180698
01,083,Alabama,Limestone County,4,110868
01,085,Alabama,Lowndes County,4,9783
01,087,Alabama,Macon County,4,18532
01,089,Alabama,Madison County,4,403605
01,091,Alabama,Marengo County,4,18791
01,093,Alabama,Marion County,4,29182
01,095,Alabama,Marshall County,4,99428
01,097,Alabama,Mobile County,4,411398
01,099,Alabama,Monroe County,4,19412
01,101,Alabama,Montgomery County,4,226301
01,103,Alabama,Morgan County,4,124231
01,105,Alabama,Perry County,4,7904
01,107,Alabama,Pickens County,4,18749
01,109,Alabama,Pike County,4,33008
01,111,Alabama,Randolph County,4,22460
01,113,Alabama,Russell County,4,58594
01,115,Alabama,St. Clair County,4,93881
01,117,Alabama,Shelby County,4,230033
01,119,Alabama,Sumter County,4,11889
01,121,Alabama,Talladega County,4,80748
01,123,Alabama,Tallapoosa County,4,40913
01,125,Alabama,Tuscaloosa County,4,236690
01,127,Alabama,Walker County,4,64438
01,129,Alabama,Washington County,4,15094
01,131,Alabama,Wilcox County,4,10139
01,133,Alabama,Winston County,4,23741
02,013,Alaska,Aleutians East Borough,4,3430
02,016,Alaska,Aleutians West Census Area,4,5090
02,020,Alaska,Anchorage Municipality,4,286983
02,050,Alaska,Bethel Census Area,4,18259
02,060,Alaska,Bristol Bay Borough,4,870
02,063,Alaska,Chugach Census Area,4,6899
02,066,Alaska,Copper River Census Area,4,2609
02,068,Alaska,Denali Borough,4,1575
02,070,Alaska,Dillingham Census Area,4,4724
02,090,Alaska,Fairbanks North Star Borough,4,95202
02,100,Alaska,Haines Borough,4,2070
02,105,Alaska,Hoonah-Angoon Census Area,4,2279
02,110,Alaska,Juneau City and Borough,4,31740
02,122,Alaska,Kenai Peninsula Borough,4,60611
02,130,Alaska,Ketchikan Gateway Borough,4,13772
02,150,Alaska,Kodiak Island Borough,4,12639
02,158,Alaska,Kusilvak Census Area,4,8214
02,164,Alaska,Lake and Peninsula Borough,4,1377
02,170,Alaska,Matanuska-Susitna Borough,4,113472
02,180,Alaska,Nome Census Area,4,9791
02,185,Alaska,North Slope Borough,4,10811
02,188,Alaska,Northwest Arctic Borough,4,7453
02,195,Alaska,Petersburg Borough,4,3370
02,198,Alaska,Prince of Wales-Hyder Census Area,4,5650
02,220,Alaska,Sitka City and Borough,4,8353
02,230,Alaska,Skagway Municipality,4,1092
02,240,Alaska,Southeast Fairbanks Census Area,4,7016
02,275,Alaska,Wrangell City and Borough,4,2071
02,282,Alaska,Yakutat City and Borough,4,685
02,290,Alaska,Yukon-Koyukuk Census Area,4,5169
04,001,Arizona,Apache County,4,65533
04,003,Arizona,Cochise County,4,125487
04,005,Arizona,Coconino County,4,144223
04,007,Arizona,Gila County,4,53922
04,009,Arizona,Graham County,4,38822
04,011,Arizona,Greenlee County,4,9327
04,012,Arizona,La Paz County,4,16535
04,013,Arizona,Maricopa County,4,4555833
04,015,Arizona,Mohave County,4,220905
04,017,Arizona,Navajo County,4,108800
04,019,Arizona,Pima County,4,1057476
04,021,Arizona,Pinal County,4,465037
04,023,Arizona,Santa Cruz County,4,48680
04,025,Arizona,Yavapai County,4,246230
04,027,Arizona,Yuma County,4,208874
05,001,Arkansas,Arkansas County,4,16498
05,003,Arkansas,Ashley County,4,18348
05,005,Arkansas,Baxter County,4,42485
05,007,Arkansas,Benton County,4,302822
05,009,Arkansas,Boone County,4,38280
05,011,Arkansas,Bradley County,4,10168
05,013,Arkansas,Calhoun County,4,4687
05,015,Arkansas,Carroll County,4,28717
05,017,Arkansas,Chicot County,4,9834
05,019,Arkansas,Clark County,4,21276
05,021,Arkansas,Clay County,4,14271
05,023,Arkansas,Cleburne County,4,25253
05,025,Arkansas,Cleveland County,4,7467
05,027,Arkansas,Columbia County,4,22286
05,029,Arkansas,Conway County,4,21021
05,031,Arkansas,Craighead County,4,112863
05,033,Arkansas,Crawford County,4,61041
05,035,Arkansas,Crittenden County,4,47051
05,037,Arkansas,Cross County,4,16590
05,039,Arkansas,Dallas County,4,6196
05,041,Arkansas,Desha County,4,10758
05,043,Arkansas,Drew County,4,16912
05,045,Arkansas,Faulkner County,4,127565
05,047,Arkansas,Franklin County,4,17270
05,049,Arkansas,Fulton County,4,12355
05,051,Arkansas,Garland County,4,99982
05,053,Arkansas,Grant County,4,18129
05,055,Arkansas,Greene County,4,46408
05,057,Arkansas,Hempstead County,4,19481
05,059,Arkansas,Hot Spring County,4,33149
05,061,Arkansas,Howard County,4,12622
05,063,Arkansas,Independence County,4,38254
05,065,Arkansas,Izard County,4,14029
05,067,Arkansas,Jackson County,4,16654
05,069,Arkansas,Jefferson County,4,64295
05,071,Arkansas,Johnson County,4,25970
05,073,Arkansas,Lafayette County,4,6129
05,075,Arkansas,Lawrence County,4,16194
05,077,Arkansas,Lee County,4,8367
05,079,Arkansas,Lincoln County,4,12910
05,081,Arkansas,Little River County,4,11865
05,083,Arkansas,Logan County,4,21258
05,085,Arkansas,Lonoke County,4,75199
05,087,Arkansas,Madison County,4,17463
05,089,Arkansas,Marion County,4,17289
05,091,Arkansas,Miller County,4,42608
05,093,Arkansas,Mississippi County,4,38863
05,095,Arkansas,Monroe County,4,6568
05,097,Arkansas,Montgomery County,4,8543
05,099,Arkansas,Nevada County,4,8179
05,101,Arkansas,Newton County,4,7101
05,103,Arkansas,Ouachita County,4,21994
05,105,Arkansas,Perry County,4,10073
05,107,Arkansas,Phillips County,4,15350
05,109,Arkansas,Pike County,4,10159
05,111,Arkansas,Poinsett County,4,22453
05,113,Arkansas,Polk County,4,19334
05,115,Arkansas,Pope County,4,64053
05,117,Arkansas,Prairie County,4,8077
05,119,Arkansas,Pulaski County,4,399387
05,121,Arkansas,Randolph County,4,18852
05,123,Arkansas,St. Francis County,4,22402
05,125,Arkansas,Saline County,4,127415
05,127,Arkansas,Scott County,4,9796
05,129,Arkansas,Searcy County,4,7906
05,131,Arkansas,Sebastian County,4,129109
05,133,Arkansas,Sevier County,4,15738
05,135,Arkansas,Sharp County,4,17836
05,137,Arkansas,Stone County,4,12585
05,139,Arkansas,Union County,4,37813
05,141,Arkansas,Van Buren County,4,16103
05,143,Arkansas,Washington County,4,256682
05,145,Arkansas,White County,4,77616
05,147,Arkansas,Woodruff County,4,6057
05,149,Arkansas,Yell County,4,20091
06,001,California,Alameda County,4,1628259
06,003,California,Alpine County,4,1190
06,005,California,Amador County,4,41493
06,007,California,Butte County,4,207369
06,009,California,Calaveras County,4,46556
06,011,California,Colusa County,4,21909
06,013,California,Contra Costa County,4,1157019
06,015,California,Del Norte County,4,27112
06,017,California,El Dorado County,4,192787
06,019,California,Fresno County,4,1015359
06,021,California,Glenn County,4,28360
06,023,California,Humboldt County,4,134944
06,025,California,Imperial County,4,178940
06,027,California,Inyo County,4,18742
06,029,California,Kern County,4,916751
06,031,California,Kings County,4,152987
06,033,California,Lake County,4,68172
06,035,California,Lassen County,4,30020
06,037,California,Los Angeles County,4,9719765
06,039,California,Madera County,4,160329
06,041,California,Marin County,4,256154
06,043,California,Mariposa County,4,17053
06,045,California,Mendocino County,4,90007
06,047,California,Merced County,4,290210
06,049,California,Modoc County,4,8619
06,051,California,Mono County,4,13002
06,053,California,Monterey County,4,432884
06,055,California,Napa County,4,134370
06,057,California,Nevada County,4,102401
06,059,California,Orange County,4,3150372
06,061,California,Placer County,4,418074
06,063,California,Plumas County,4,19443
06,065,California,Riverside County,4,2474241
06,067,California,Sacramento County,4,1584380
06,069,California,San Benito County,4,67643
06,071,California,San Bernardino County,4,2194908
06,073,California,San Diego County,4,3277176
06,075,California,San Francisco County,4,807774
06,077,California,San Joaquin County,4,794293
06,079,California,San Luis Obispo County,4,282046
06,081,California,San Mateo County,4,728929
06,083,California,Santa Barbara County,4,443915
06,085,California,Santa Clara County,4,1878335
06,087,California,Santa Cruz County,4,264240
06,089,California,Shasta County,4,180937
06,091,California,Sierra County,4,3222
06,093,California,Siskiyou County,4,43786
06,095,California,Solano County,4,448885
06,097,California,Sonoma County,4,482669
06,099,California,Stanislaus County,4,551226
06,101,California,Sutter County,4,98569
06,103,California,Tehama County,4,65299
06,105,California,Trinity County,4,15778
06,107,California,Tulare County,4,477884
06,109,California,Tuolumne County,4,54587
06,111,California,Ventura County,4,832871
06,113,California,Yolo County,4,222018
06,115,California,Yuba County,4,84353
08,001,Colorado,Adams County,4,527509
08,003,Colorado,Alamosa County,4,16587
08,005,Colorado,Arapahoe County,4,656269
08,007,Colorado,Archuleta County,4,13989
08,009,Colorado,Baca County,4,3435
08,011,Colorado,Bent County,4,5439
08,013,Colorado,Boulder County,4,327339
08,014,Colorado,Broomfield County,4,76195
08,015,Colorado,Chaffee County,4,20265
08,017,Colorado,Cheyenne County,4,1731
08,019,Colorado,Clear Creek County,4,9367
08,021,Colorado,Conejos County,4,7587
08,023,Colorado,Costilla County,4,3615
08,025,Colorado,Crowley County,4,5627
08,027,Colorado,Custer County,4,5337
08,029,Colorado,Delta County,4,31560
08,031,Colorado,Denver County,4,713453
08,033,Colorado,Dolores County,4,2460
08,035,Colorado,Douglas County,4,375937
08,037,Colorado,Eagle County,4,55218
08,039,Colorado,Elbert County,4,27842
08,041,Colorado,El Paso County,4,740596
08,043,Colorado,Fremont County,4,49616
08,045,Colorado,Garfield County,4,62256
08,047,Colorado,Gilpin County,4,5886
08,049,Colorado,Grand County,4,15734
08,051,Colorado,Gunnison County,4,17320
08,053,Colorado,Hinsdale County,4,771
08,055,Colorado,Huerfano County,4,7097
08,057,Colorado,Jackson County,4,1314
08,059,Colorado,Jefferson County,4,575811
08,061,Colorado,Kiowa County,4,1434
08,063,Colorado,Kit Carson County,4,6983
08,065,Colorado,Lake County,4,7346
08,067,Colorado,La Plata County,4,56553
08,069,Colorado,Larimer County,4,367577
08,071,Colorado,Las Animas County,4,14311
08,073,Colorado,Lincoln County,4,5510
08,075,Colorado,Logan County,4,20792
08,077,Colorado,Mesa County,4,158531
08,079,Colorado,Mineral County,4,931
08,081,Colorado,Moffat County,4,13205
08,083,Colorado,Montezuma County,4,26467
08,085,Colorado,Montrose County,4,43807
08,087,Colorado,Morgan County,4,29266
08,089,Colorado,Otero County,4,18311
08,091,Colorado,Ouray County,4,5103
08,093,Colorado,Park County,4,17921
08,095,Colorado,Phillips County,4,4448
08,097,Colorado,Pitkin County,4,16847
08,099,Colorado,Prowers County,4,11873
08,101,Colorado,Pueblo County,4,169472
08,103,Colorado,Rio Blanco County,4,6549
08,105,Colorado,Rio Grande County,4,11337
08,107,Colorado,Routt County,4,25072
08,109,Colorado,Saguache County,4,6627
08,111,Colorado,San Juan County,4,806
08,113,Colorado,San Miguel County,4,8008
08,115,Colorado,Sedgwick County,4,2286
08,117,Colorado,Summit County,4,30636
08,119,Colorado,Teller County,4,24860
08,121,Colorado,Washington County,4,4847
08,123,Colorado,Weld County,4,350266
08,125,Colorado,Yuma County,4,9895
09,110,Connecticut,Capitol Planning Region,4,972068
09,120,Connecticut,Greater Bridgeport Planning Region,4,327125
09,130,Connecticut,Lower Connecticut River Valley Planning Region,4,175982
09,140,Connecticut,Naugatuck Valley Planning Region,4,453590
09,150,Connecticut,Northeastern Connecticut Planning Region,4,96148
09,160,Connecticut,Northwest Hills Planning Region,4,113277
09,170,Connecticut,South Central Connecticut Planning Region,4,568402
09,180,Connecticut,Southeastern Connecticut Planning Region,4,279257
09,190,Connecticut,Western Connecticut Planning Region,4,622857
10,001,Delaware,Kent County,4,187758
10,003,Delaware,New Castle County,4,575254
10,005,Delaware,Sussex County,4,256447
11,001,District of Columbia,District of Columbia,4,670949
12,001,Florida,Alachua County,4,284041
12,003,Florida,Baker County,4,27786
12,005,Florida,Bay County,4,185210
12,007,Florida,Bradford County,4,27296
12,009,Florida,Brevard County,4,630707
12,011,Florida,Broward County,4,1946889
12,013,Florida,Calhoun County,4,13465
12,015,Florida,Charlotte County,4,202582
12,017,Florida,Citrus County,4,162508
12,019,Florida,Clay County,4,226634
12,021,Florida,Collier County,4,397516
12,023,Florida,Columbia County,4,71870
12,027,Florida,DeSoto County,4,35320
12,029,Florida,Dixie County,4,17120
12,031,Florida,Duval County,4,1017011
12,033,Florida,Escambia County,4,323860
12,035,Florida,Flagler County,4,126758
12,037,Florida,Franklin County,4,12492
12,039,Florida,Gadsden County,4,43393
12,041,Florida,Gilchrist County,4,19002
12,043,Florida,Glades County,4,12463
12,045,Florida,Gulf County,4,15299
12,047,Florida,Hamilton County,4,13194
12,049,Florida,Hardee County,4,25651
12,051,Florida,Hendry County,4,41391
12,053,Florida,Hernando County,4,206935
12,055,Florida,Highlands County,4,105649
12,057,Florida,Hillsborough County,4,1513473
12,059,Florida,Holmes County,4,19653
12,061,Florida,Indian River County,4,167267
12,063,Florida,Jackson County,4,48255
12,065,Florida,Jefferson County,4,15069
12,067,Florida,Lafayette County,4,7777
12,069,Florida,Lake County,4,410090
12,071,Florida,Lee County,4,822391
12,073,Florida,Leon County,4,297282
12,075,Florida,Levy County,4,45253
12,077,Florida,Liberty County,4,7613
12,079,Florida,Madison County,4,18230
12,081,Florida,Manatee County,4,429169
12,083,Florida,Marion County,4,396437
12,085,Florida,Martin County,4,161987
12,086,Florida,Miami-Dade County,4,2673056
12,087,Florida,Monroe County,4,81618
12,089,Florida,Nassau County,4,97826
12,091,Florida,Okaloosa County,4,216464
12,093,Florida,Okeechobee County,4,40373
12,095,Florida,Orange County,4,1451761
12,097,Florida,Osceola County,4,422543
12,099,Florida,Palm Beach County,4,1519867
12,101,Florida,Pasco County,4,609141
12,103,Florida,Pinellas County,4,961792
12,105,Florida,Polk County,4,788382
12,107,Florida,Putnam County,4,74736
12,109,Florida,St. Johns County,4,307072
12,111,Florida,St. Lucie County,4,358886
12,113,Florida,Santa Rosa County,4,198199
12,115,Florida,Sarasota County,4,462552
12,117,Florida,Seminole County,4,478623
12,119,Florida,Sumter County,4,144767
12,121,Florida,Suwannee County,4,45405
12,123,Florida,Taylor County,4,21313
12,125,Florida,Union County,4,15514
12,127,Florida,Volusia County,4,579665
12,129,Florida,Wakulla County,4,35169
12,131,Florida,Walton County,4,83404
12,133,Florida,Washington County,4,25405
13,001,Georgia,Appling County,4,18437
13,003,Georgia,Atkinson County,4,8160
13,005,Georgia,Bacon County,4,11173
13,007,Georgia,Baker County,4,2792
13,009,Georgia,Baldwin County,4,43633
13,011,Georgia,Banks County,4,19342
13,013,Georgia,Barrow County,4,89245
13,015,Georgia,Bartow County,4,112815
13,017,Georgia,Ben Hill County,4,17057
13,019,Georgia,Berrien County,4,18215
13,021,Georgia,Bibb County,4,156126
13,023,Georgia,Bleckley County,4,12279
13,025,Georgia,Brantley County,4,18210
13,027,Georgia,Brooks County,4,16284
13,029,Georgia,Bryan County,4,48218
13,031,Georgia,Bulloch County,4,83038
13,033,Georgia,Burke County,4,24434
13,035,Georgia,Butts County,4,26745
13,037,Georgia,Calhoun County,4,5474
13,039,Georgia,Camden County,4,56971
13,043,Georgia,Candler County,4,10962
13,045,Georgia,Carroll County,4,124530
13,047,Georgia,Catoosa County,4,68836
13,049,Georgia,Charlton County,4,12788
13,051,Georgia,Chatham County,4,301025
13,053,Georgia,Chattahoochee County,4,8746
13,055,Georgia,Chattooga County,4,24962
13,057,Georgia,Cherokee County,4,281194
13,059,Georgia,Clarke County,4,129726
13,061,Georgia,Clay County,4,2853
13,063,Georgia,Clayton County,4,298399
13,065,Georgia,Clinch County,4,6679
13,067,Georgia,Cobb County,4,771840
13,069,Georgia,Coffee County,4,43247
13,071,Georgia,Colquitt County,4,45830
13,073,Georgia,Columbia County,4,162471
13,075,Georgia,Cook County,4,17409
13,077,Georgia,Coweta County,4,152879
13,079,Georgia,Crawford County,4,12169
13,081,Georgia,Crisp County,4,19729
13,083,Georgia,Dade County,4,16090
13,085,Georgia,Dawson County,4,30189
13,087,Georgia,Decatur County,4,29019
13,089,Georgia,DeKalb County,4,761779
13,091,Georgia,Dodge County,4,19873
13,093,Georgia,Dooly County,4,10585
13,095,Georgia,Dougherty County,4,82895
13,097,Georgia,Douglas County,4,147453
13,099,Georgia,Early County,4,10560
13,101,Georgia,Echols County,4,3686
13,103,Georgia,Effingham County,4,69034
13,105,Georgia,Elbert County,4,19873
13,107,Georgia,Emanuel County,4,22946
13,109,Georgia,Evans County,4,10659
13,111,Georgia,Fannin County,4,25733
13,113,Georgia,Fayette County,4,121981
13,115,Georgia,Floyd County,4,99437
13,117,Georgia,Forsyth County,4,267312
13,119,Georgia,Franklin County,4,24146
13,121,Georgia,Fulton County,4,1073698
13,123,Georgia,Gilmer County,4,32403
13,125,Georgia,Glascock County,4,2928
13,127,Georgia,Glynn County,4,85145
13,129,Georgia,Gordon County,4,58855
13,131,Georgia,Grady County,4,25994
13,133,Georgia,Greene County,4,20111
13,135,Georgia,Gwinnett County,4,976173
13,137,Georgia,Habersham County,4,47465
13,139,Georgia,Hall County,4,212621
13,141,Georgia,Hancock County,4,8417
13,143,Georgia,Haralson County,4,31355
13,145,Georgia,Harris County,4,36257
13,147,Georgia,Hart County,4,26886
13,149,Georgia,Heard County,4,11716
13,151,Georgia,Henry County,4,248472
13,153,Georgia,Houston County,4,169775
13,155,Georgia,Irwin County,4,9114
13,157,Georgia,Jackson County,4,84009
13,159,Georgia,Jasper County,4,15979
13,161,Georgia,Jeff Davis County,4,14891
13,163,Georgia,Jefferson County,4,15294
13,165,Georgia,Jenkins County,4,8655
13,167,Georgia,Johnson County,4,9211
13,169,Georgia,Jones County,4,28512
13,171,Georgia,Lamar County,4,19473
13,173,Georgia,Lanier County,4,10177
13,175,Georgia,Laurens County,4,49710
13,177,Georgia,Lee County,4,33678
13,179,Georgia,Liberty County,4,67919
13,181,Georgia,Lincoln County,4,7859
13,183,Georgia,Long County,4,18395
13,185,Georgia,Lowndes County,4,119499
13,187,Georgia,Lumpkin County,4,34706
13,189,Georgia,McDuffie County,4,21690
13,191,Georgia,McIntosh County,4,11183
13,193,Georgia,Macon County,4,11777
13,195,Georgia,Madison County,4,31450
13,197,Georgia,Marion County,4,7436
13,199,Georgia,Meriwether County,4,20890
13,201,Georgia,Miller County,4,5774
13,205,Georgia,Mitchell County,4,21192
13,207,Georgia,Monroe County,4,29469
13,209,Georgia,Montgomery County,4,8643
13,211,Georgia,Morgan County,4,21024
13,213,Georgia,Murray County,4,40410
13,215,Georgia,Muscogee County,4,202432
13,217,Georgia,Newton County,4,117752
13,219,Georgia,Oconee County,4,43624
13,221,Georgia,Oglethorpe County,4,15531
13,223,Georgia,Paulding County,4,178753
13,225,Georgia,Peach County,4,28486
13,227,Georgia,Pickens County,4,34825
13,229,Georgia,Pierce County,4,20190
13,231,Georgia,Pike County,4,19955
13,233,Georgia,Polk County,4,43669
13,235,Georgia,Pulaski County,4,9963
13,237,Georgia,Putnam County,4,22933
13,239,Georgia,Quitman County,4,2259
13,241,Georgia,Rabun County,4,17267
13,243,Georgia,Randolph County,4,6126
13,245,Georgia,Richmond County,4,206344
13,247,Georgia,Rockdale County,4,94945
13,249,Georgia,Schley County,4,4497
13,251,Georgia,Screven County,4,13970
13,253,Georgia,Seminole County,4,9144
13,255,Georgia,Spalding County,4,69008
13,257,Georgia,Stephens County,4,26746
13,259,Georgia,Stewart County,4,4604
13,261,Georgia,Sumter County,4,28864
13,263,Georgia,Talbot County,4,5757
13,265,Georgia,Taliaferro County,4,1608
13,267,Georgia,Tattnall County,4,23988
13,269,Georgia,Taylor County,4,7762
13,271,Georgia,Telfair County,4,12378
13,273,Georgia,Terrell County,4,8792
13,275,Georgia,Thomas County,4,45551
13,277,Georgia,Tift County,4,41335
13,279,Georgia,Toombs County,4,26813
13,281,Georgia,Towns County,4,12961
13,283,Georgia,Treutlen County,4,6359
13,285,Georgia,Troup County,4,70247
13,287,Georgia,Turner County,4,8836
13,289,Georgia,Twiggs County,4,7676
13,291,Georgia,Union County,4,26390
13,293,Georgia,Upson County,4,28093
13,295,Georgia,Walker County,4,68965
13,297,Georgia,Walton County,4,103064
13,299,Georgia,Ware County,4,35597
13,301,Georgia,Warren County,4,5157
13,303,Georgia,Washington County,4,19765
13,305,Georgia,Wayne County,4,30737
13,307,Georgia,Webster County,4,2337
13,309,Georgia,Wheeler County,4,7310
13,311,Georgia,White County,4,28804
13,313,Georgia,Whitfield County,4,103095
13,315,Georgia,Wilcox County,4,8751
13,317,Georgia,Wilkes County,4,9565
13,319,Georgia,Wilkinson County,4,8677
13,321,Georgia,Worth County,4,20431
15,001,Hawaii,Hawaii County,4,206348
15,003,Hawaii,Honolulu County,4,994828
15,005,Hawaii,Kalawao County,4,81
15,007,Hawaii,Kauai County,4,73783
15,009,Hawaii,Maui County,4,164359
16,001,Idaho,Ada County,4,519004
16,003,Idaho,Adams County,4,4791
16,005,Idaho,Bannock County,4,89625
16,007,Idaho,Bear Lake County,4,6730
16,009,Idaho,Benewah County,4,10291
16,011,Idaho,Bingham County,4,49973
16,013,Idaho,Blaine County,4,24901
16,015,Idaho,Boise County,4,8360
16,017,Idaho,Bonner County,4,51407
16,019,Idaho,Bonneville County,4,129543
16,021,Idaho,Boundary County,4,13272
16,023,Idaho,Butte County,4,2698
16,025,Idaho,Camas County,4,1169
16,027,Idaho,Canyon County,4,250892
16,029,Idaho,Caribou County,4,7200
16,031,Idaho,Cassia County,4,25644
16,033,Idaho,Clark County,4,810
16,035,Idaho,Clearwater County,4,9035
16,037,Idaho,Custer County,4,4518
16,039,Idaho,Elmore County,4,29391
16,041,Idaho,Franklin County,4,15170
16,043,Idaho,Fremont County,4,14017
16,045,Idaho,Gem County,4,20454
16,047,Idaho,Gooding County,4,15879
16,049,Idaho,Idaho County,4,17637
16,051,Idaho,Jefferson County,4,33336
16,053,Idaho,Jerome County,4,25244
16,055,Idaho,Kootenai County,4,183290
16,057,Idaho,Latah County,4,40924
16,059,Idaho,Lemhi County,4,8284
16,061,Idaho,Lewis County,4,3725
16,063,Idaho,Lincoln County,4,5385
16,065,Idaho,Madison County,4,54958
16,067,Idaho,Minidoka County,4,22208
16,069,Idaho,Nez Perce County,4,42909
16,071,Idaho,Oneida County,4,4740
16,073,Idaho,Owyhee County,4,12645
16,075,Idaho,Payette County,4,26929
16,077,Idaho,Power County,4,8136
16,079,Idaho,Shoshone County,4,13935
16,081,Idaho,Teton County,4,12519
16,083,Idaho,Twin Falls County,4,93821
16,085,Idaho,Valley County,4,12450
16,087,Idaho,Washington County,4,11147
17,001,Illinois,Adams County,4,64556
17,003,Illinois,Alexander County,4,4841
17,005,Illinois,Bond County,4,16536
17,007,Illinois,Boone County,4,53068
17,009,Illinois,Brown County,4,6316
17,011,Illinois,Bureau County,4,32827
17,013,Illinois,Calhoun County,4,4353
17,015,Illinois,Carroll County,4,15579
17,017,Illinois,Cass County,4,12638
17,019,Illinois,Champaign County,4,206169
17,021,Illinois,Christian County,4,33390
17,023,Illinois,Clark County,4,15160
17,025,Illinois,Clay County,4,13077
17,027,Illinois,Clinton County,4,36937
17,029,Illinois,Coles County,4,46346
17,031,Illinois,Cook County,4,5111566
17,033,Illinois,Crawford County,4,18495
17,035,Illinois,Cumberland County,4,10308
17,037,Illinois,DeKalb County,4,100223
17,039,Illinois,De Witt County,4,15365
17,041,Illinois,Douglas County,4,19667
17,043,Illinois,DuPage County,4,921664
17,045,Illinois,Edgar County,4,16385
17,047,Illinois,Edwards County,4,6058
17,049,Illinois,Effingham County,4,34300
17,051,Illinois,Fayette County,4,21270
17,053,Illinois,Ford County,4,13256
17,055,Illinois,Franklin County,4,37215
17,057,Illinois,Fulton County,4,32935
17,059,Illinois,Gallatin County,4,4823
17,061,Illinois,Greene County,4,11640
17,063,Illinois,Grundy County,4,53149
17,065,Illinois,Hamilton County,4,7981
17,067,Illinois,Hancock County,4,17254
17,069,Illinois,Hardin County,4,3572
17,071,Illinois,Henderson County,4,6168
17,073,Illinois,Henry County,4,48596
17,075,Illinois,Iroquois County,4,26493
